id,establecimiento,tipo,calle,altura,piso_dpto,cruce,barrio_localidad,ciudad,partido_comuna,provincia_region,pais,aprobado,observacion,formattedaddress,latitude,longitude,habilitado,confidence,condones,prueba,mac,ile,dc,ssr,es_rapido,tel_distrib,mail_distrib,horario_distrib,responsable_distrib,web_distrib,ubicacion_distrib,comentarios_distrib,tel_testeo,mail_testeo,horario_testeo,responsable_testeo,web_testeo,ubicacion_testeo,observaciones_testeo,tel_mac,mail_mac,horario_mac,responsable_mac,web_mac,ubicacion_mac,comentarios_mac,tel_ile,mail_ile,horario_ile,responsable_ile,web_ile,ubicacion_ile,comentarios_ile,tel_dc,mail_dc,horario_dc,responsable_dc,web_dc,ubicacion_dc,comentarios_dc,tel_ssr,mail_ssr,horario_ssr,responsable_ssr,web_ssr,ubicacion_ssr,comentarios_ssr,servicetype_condones,servicetype_prueba,servicetype_mac,servicetype_ile,servicetype_dc,servicetype_ssr,friendly_condones,friendly_prueba,friendly_mac,friendly_ile,friendly_dc,friendly_ssr
108,"APROFAM - Clínica y Hospital Jutiapa","Asociación Miembro IPPF/WHR","3a. Calle",0-43,"Zona 3",,Alegre,Alegre,Jutiapa,Jutiapa,Guatemala,1,,,14.2750304,-89.8791504,1,,SI,SI,SI,SI,NO,SI,NO,"7844 3869/71",,"Lunes a Viernes 7 a 17 hs. / Sábados 8 a 12 hs.",,http://www.aprofam.org.gt/,,,"7844 3869/71",,"Lunes a Viernes 7 a 17 hs. / Sábados 8 a 12 hs.",,http://www.aprofam.org.gt/,,"Realización de pruebas de ITS","7844 3869/71",,"Lunes a Viernes 7 a 17 hs. / Sábados 8 a 12 hs.",,http://www.aprofam.org.gt/,,,"7844 3869/71",,"Lunes a Viernes 7 a 17 hs. / Sábados 8 a 12 hs.",,http://www.aprofam.org.gt/,,,,,,,,,,"7844 3869/71",,"Lunes a Viernes 7 a 17 hs. / Sábados 8 a 12 hs.",,http://www.aprofam.org.gt/,,,,,,,,,SI,SI,SI,SI,SI,SI
109,"APROFAM - Clínica Malacatán","Asociación Miembro IPPF/WHR","Frente al Estado Municipal de Santa Lucía",,,,Malacatán,Malacatán,Malacatán,"San Marcos",Guatemala,1,,,14.9113557,-92.0597238,1,,SI,SI,SI,SI,NO,SI,NO,"7777 1468/1493",,"Lunes a Viernes 7.30 a 16 hs.",,http://www.aprofam.org.gt/,,,"7777 1468/1493",,"Lunes a Viernes 7.30 a 16 hs.",,http://www.aprofam.org.gt/,,"Realización de pruebas de ITS","7777 1468/1493",,"Lunes a Viernes 7.30 a 16 hs.",,http://www.aprofam.org.gt/,,,"7777 1468/1493",,"Lunes a Viernes 7.30 a 16 hs.",,http://www.aprofam.org.gt/,,,,,,,,,,"7777 1468/1493",,"Lunes a Viernes 7.30 a 16 hs.",,http://www.aprofam.org.gt/,,,,,,,,,SI,SI,SI,SI,SI,SI
110,"APROFAM - Clínica Mazatenango","Asociación Miembro IPPF/WHR","3a. Avenida",02-50,"Zona 2",,"San Bartolomé","San Bartolomé",Mazatenango,Suchitepéquez,Guatemala,1,,,14.5315861,-91.5063405,1,,SI,SI,SI,SI,NO,SI,NO,"7872 2088",,"Lunes a Viernes 7.30 a 16 hs. / Sábados 8 a 12 hs.",,http://www.aprofam.org.gt/,,,"7872 2088",,"Lunes a Viernes 7.30 a 16 hs. / Sábados 8 a 12 hs.",,http://www.aprofam.org.gt/,,"Realización de pruebas de ITS","7872 2088",,"Lunes a Viernes 7.30 a 16 hs. / Sábados 8 a 12 hs.",,http://www.aprofam.org.gt/,,,"7872 2088",,"Lunes a Viernes 7.30 a 16 hs. / Sábados 8 a 12 hs.",,http://www.aprofam.org.gt/,,,,,,,,,,"7872 2088",,"Lunes a Viernes 7.30 a 16 hs. / Sábados 8 a 12 hs.",,http://www.aprofam.org.gt/,,,,,,,,,SI,SI,SI,SI,SI,SI
111,"APROFAM - Clínica y Hospital Petén","Asociación Miembro IPPF/WHR","0 Calle",,"Zona 1","5a Avenida","San Benito","San Benito",Petén,Petén,Guatemala,1,,,16.9191744,-89.9076013,1,,SI,SI,SI,SI,NO,SI,NO,"7924 8158/8166",,"Lunes a Viernes 7.30 a 15.30 hs. / Sábados 8 a 12 hs.",,http://www.aprofam.org.gt/,,,"7924 8158/8166",,"Lunes a Viernes 7.30 a 15.30 hs. / Sábados 8 a 12 hs.",,http://www.aprofam.org.gt/,,"Realización de pruebas de ITS","7924 8158/8166",,"Lunes a Viernes 7.30 a 15.30 hs. / Sábados 8 a 12 hs.",,http://www.aprofam.org.gt/,,,"7924 8158/8166",,"Lunes a Viernes 7.30 a 15.30 hs. / Sábados 8 a 12 hs.",,http://www.aprofam.org.gt/,,,,,,,,,,"7924 8158/8166",,"Lunes a Viernes 7.30 a 15.30 hs. / Sábados 8 a 12 hs.",,http://www.aprofam.org.gt/,,,,,,,,,SI,SI,SI,SI,SI,SI
112,"APROFAM - Clínica Puerto Barrios","Asociación Miembro IPPF/WHR","4a. Avenida",,"Entre 5a. y 6a. Calle",,"Puerto Barrios","Puerto Barrios","Puerto Barrios",Izabal,Guatemala,1,,,15.736625,-88.601264,1,,SI,SI,SI,SI,NO,SI,NO,"7948 5922 Ext. 101/02",,"Lunes a Viernes 7.30 a 17 hs. / Sábados 7 a 12 hs.",,http://www.aprofam.org.gt/,,,"7948 5922 Ext. 101/02",,"Lunes a Viernes 7.30 a 17 hs. / Sábados 7 a 12 hs.",,http://www.aprofam.org.gt/,,"Realización de pruebas de ITS","7948 5922 Ext. 101/02",,"Lunes a Viernes 7.30 a 17 hs. / Sábados 7 a 12 hs.",,http://www.aprofam.org.gt/,,,"7948 5922 Ext. 101/02",,"Lunes a Viernes 7.30 a 17 hs. / Sábados 7 a 12 hs.",,http://www.aprofam.org.gt/,,,,,,,,,,"7948 5922 Ext. 101/02",,"Lunes a Viernes 7.30 a 17 hs. / Sábados 7 a 12 hs.",,http://www.aprofam.org.gt/,,,,,,,,,SI,SI,SI,SI,SI,SI
113,"APROFAM - Clínica y Hospital Quetzaltenango","Asociación Miembro IPPF/WHR","3a. Calle",07-02,,,"Zona 1","Zona 1",Quetzaltenango,Quetzaltenango,Guatemala,1,,,14.8344908,-91.5156272,1,,SI,SI,SI,SI,NO,SI,NO,"7963 7200",,"Lunes a Viernes 7.30 a 16.30 hs. / Sábados 8 a 12 hs.",,http://www.aprofam.org.gt/,,,"7963 7200",,"Lunes a Viernes 7.30 a 16.30 hs. / Sábados 8 a 12 hs.",,http://www.aprofam.org.gt/,,"Realización de pruebas de ITS","7963 7200",,"Lunes a Viernes 7.30 a 16.30 hs. / Sábados 8 a 12 hs.",,http://www.aprofam.org.gt/,,,"7963 7200",,"Lunes a Viernes 7.30 a 16.30 hs. / Sábados 8 a 12 hs.",,http://www.aprofam.org.gt/,,,,,,,,,,"7963 7200",,"Lunes a Viernes 7.30 a 16.30 hs. / Sábados 8 a 12 hs.",,http://www.aprofam.org.gt/,,,,,,,,,SI,SI,SI,SI,SI,SI
114,"APROFAM - Clínica Quiché","Asociación Miembro IPPF/WHR","5a. Avenida",05-34,,,"Zona 1","Zona 1",Quiché,Quiché,Guatemala,1,,,15.0236312,-91.1496969,1,,SI,SI,SI,SI,NO,SI,NO,"7755 0264/3217",,"Lunes a Viernes 7 a 16 hs.",,http://www.aprofam.org.gt/,,,"7755 0264/3217",,"Lunes a Viernes 7 a 16 hs.",,http://www.aprofam.org.gt/,,"Realización de pruebas de ITS","7755 0264/3217",,"Lunes a Viernes 7 a 16 hs.",,http://www.aprofam.org.gt/,,,"7755 0264/3217",,"Lunes a Viernes 7 a 16 hs.",,http://www.aprofam.org.gt/,,,,,,,,,,"7755 0264/3217",,"Lunes a Viernes 7 a 16 hs.",,http://www.aprofam.org.gt/,,,,,,,,,SI,SI,SI,SI,SI,SI
115,"APROFAM - Clínica Retalhuleu","Asociación Miembro IPPF/WHR","7a. Avenida",08-03,,,"Zona 1","Zona 1",Retalhuleu,Retalhuleu,Guatemala,1,,,14.5245485,-91.685788,1,,SI,SI,SI,SI,NO,SI,NO,"7771 3826",,"Lunes a Viernes 8 a 16.30 hs. / Sábados 8 a 12 hs.",,http://www.aprofam.org.gt/,,,"7771 3826",,"Lunes a Viernes 8 a 16.30 hs. / Sábados 8 a 12 hs.",,http://www.aprofam.org.gt/,,"Realización de pruebas de ITS","7771 3826",,"Lunes a Viernes 8 a 16.30 hs. / Sábados 8 a 12 hs.",,http://www.aprofam.org.gt/,,,"7771 3826",,"Lunes a Viernes 8 a 16.30 hs. / Sábados 8 a 12 hs.",,http://www.aprofam.org.gt/,,,,,,,,,,"7771 3826",,"Lunes a Viernes 8 a 16.30 hs. / Sábados 8 a 12 hs.",,http://www.aprofam.org.gt/,,,,,,,,,SI,SI,SI,SI,SI,SI
116,"APROFAM - Unidad Mínima Salama","Asociación Miembro IPPF/WHR",Salama,,,,Salama,Salama,Salama,"Baja Verapaz",Guatemala,1,,,15.1052115,-90.3160286,1,,SI,SI,SI,SI,NO,SI,NO,,,,,http://www.aprofam.org.gt/,,,,,,,http://www.aprofam.org.gt/,,"Realización de pruebas de ITS",,,,,http://www.aprofam.org.gt/,,,,,,,http://www.aprofam.org.gt/,,,,,,,,,,,,,,http://www.aprofam.org.gt/,,,,,,,,,SI,SI,SI,SI,SI,SI
117,"APROFAM - Clínica y Hospital San Pedro Sacatepéquez","Asociación Miembro IPPF/WHR","5a. Calle",03-55,"Zona 4",,"San Pedro Sacatepéquez","San Pedro Sacatepéquez","San Marcos","San Marcos",Guatemala,1,,,14.9699468,-91.7806619,1,,SI,SI,SI,SI,NO,SI,NO,"7760 1577 / 7767 9034",,"Lunes a Viernes 7 a 17 hs. / Sábados 8 a 12 hs.",,http://www.aprofam.org.gt/,,,"7760 1577 / 7767 9034",,"Lunes a Viernes 7 a 17 hs. / Sábados 8 a 12 hs.",,http://www.aprofam.org.gt/,,"Realización de pruebas de ITS","7760 1577 / 7767 9034",,"Lunes a Viernes 7 a 17 hs. / Sábados 8 a 12 hs.",,http://www.aprofam.org.gt/,,,"7760 1577 / 7767 9034",,"Lunes a Viernes 7 a 17 hs. / Sábados 8 a 12 hs.",,http://www.aprofam.org.gt/,,,,,,,,,,"7760 1577 / 7767 9034",,"Lunes a Viernes 7 a 17 hs. / Sábados 8 a 12 hs.",,http://www.aprofam.org.gt/,,,,,,,,,SI,SI,SI,SI,SI,SI
118,"APROFAM - Clínica Totonicapán","Asociación Miembro IPPF/WHR","8a. Avenida",03-19,,,"Zona 1","Zona 1",Totonicapán,Totonicapán,Guatemala,1,,,14.9175829,-91.361618,1,,SI,SI,SI,NO,NO,SI,NO,"7766 2261",,"Lunes a Viernes 8 a 16.30 hs.",,http://www.aprofam.org.gt/,,,"7766 2261",,"Lunes a Viernes 8 a 16.30 hs.",,http://www.aprofam.org.gt/,,"Realización de pruebas de ITS","7766 2261",,"Lunes a Viernes 8 a 16.30 hs.",,http://www.aprofam.org.gt/,,,,,,,,,,,,,,,,,"7766 2261",,"Lunes a Viernes 8 a 16.30 hs.",,http://www.aprofam.org.gt/,,,,,,,,,SI,SI,SI,SI,SI,SI
119,"APROFAM - Clínica Villa Nueva","Asociación Miembro IPPF/WHR","3a. Calle",03-43,,,"Zona 1","Zona 1","Villa Nueva",Guatemala,Guatemala,1,,,14.5256087,-90.5908868,1,,SI,SI,SI,SI,NO,SI,NO,"6631 1545",,"Lunes a Viernes 7 a 16 hs. / Sábados 8 a 11.45 hs.",,http://www.aprofam.org.gt/,,,"6631 1545",,"Lunes a Viernes 7 a 16 hs. / Sábados 8 a 11.45 hs.",,http://www.aprofam.org.gt/,,"Realización de pruebas de ITS","6631 1545",,"Lunes a Viernes 7 a 16 hs. / Sábados 8 a 11.45 hs.",,http://www.aprofam.org.gt/,,,"6631 1545",,"Lunes a Viernes 7 a 16 hs. / Sábados 8 a 11.45 hs.",,http://www.aprofam.org.gt/,,,,,,,,,,"6631 1545",,"Lunes a Viernes 7 a 16 hs. / Sábados 8 a 11.45 hs.",,http://www.aprofam.org.gt/,,,,,,,,,SI,SI,SI,SI,SI,SI
120,"APROFAM - Clínica Zacapa","Asociación Miembro IPPF/WHR","Calle del Teatro al Aire Libre",,,,Tamarindal,Tamarindal,Guatemala,Guatemala,Guatemala,1,,,14.9696698,-89.5289615,1,,SI,SI,SI,SI,NO,SI,NO,"794 11 443/6",,"Lunes a Viernes 7.30 a 15.30 hs. / Sábados 8 a 12 hs.",,http://www.aprofam.org.gt/,,,"794 11 443/6",,"Lunes a Viernes 7.30 a 15.30 hs. / Sábados 8 a 12 hs.",,http://www.aprofam.org.gt/,,"Realización de pruebas de ITS","794 11 443/6",,"Lunes a Viernes 7.30 a 15.30 hs. / Sábados 8 a 12 hs.",,http://www.aprofam.org.gt/,,,"794 11 443/6",,"Lunes a Viernes 7.30 a 15.30 hs. / Sábados 8 a 12 hs.",,http://www.aprofam.org.gt/,,,,,,,,,,"794 11 443/6",,"Lunes a Viernes 7.30 a 15.30 hs. / Sábados 8 a 12 hs.",,http://www.aprofam.org.gt/,,,,,,,,,SI,SI,SI,SI,SI,SI
121,"APROFAM - Clínica Zona 5","Asociación Miembro IPPF/WHR","27 Avenida",24-20,"Zona 5",,"Zona 5","Zona 5",Guatemala,Guatemala,Guatemala,1,,,14.6235667,-90.5028482,1,,SI,SI,SI,NO,NO,SI,NO,"2360 0090",,"Lunes a Viernes 7.30 a 16 hs.",,http://www.aprofam.org.gt/,,,"2360 0090",,"Lunes a Viernes 7.30 a 16 hs.",,http://www.aprofam.org.gt/,,"Realización de pruebas de ITS","2360 0090",,"Lunes a Viernes 7.30 a 16 hs.",,http://www.aprofam.org.gt/,,,,,,,,,,,,,,,,,"2360 0090",,"Lunes a Viernes 7.30 a 16 hs.",,http://www.aprofam.org.gt/,,,,,,,,,SI,SI,SI,SI,SI,SI
122,"APROFAM - Clínica Zona 6","Asociación Miembro IPPF/WHR","3a. Calle",15-52,,,"Zona 6","Zona 6",Guatemala,Guatemala,Guatemala,1,,,14.6115094,-90.4993799,1,,SI,SI,SI,NO,NO,SI,NO,"2288 0080",,"Lunes a Viernes 7.30 a 16 hs.",,http://www.aprofam.org.gt/,,,"2288 0080",,"Lunes a Viernes 7.30 a 16 hs.",,http://www.aprofam.org.gt/,,"Realización de pruebas de ITS","2288 0080",,"Lunes a Viernes 7.30 a 16 hs.",,http://www.aprofam.org.gt/,,,,,,,,,,,,,,,,,"2288 0080",,"Lunes a Viernes 7.30 a 16 hs.",,http://www.aprofam.org.gt/,,,,,,,,,SI,SI,SI,SI,SI,SI
123,"APROFAM - Clínica Zona 12","Asociación Miembro IPPF/WHR","3a. Avenida",18-56,"Zona 12",,"La Reformita","La Reformita",Guatemala,Guatemala,Guatemala,1,,,14.60248,-90.54672,1,,SI,SI,SI,NO,NO,SI,NO,"2473 0731",,"Lunes a Viernes 7.30 a 16 hs.",,http://www.aprofam.org.gt/,,,"2473 0731",,"Lunes a Viernes 7.30 a 16 hs.",,http://www.aprofam.org.gt/,,"Realización de pruebas de ITS","2473 0731",,"Lunes a Viernes 7.30 a 16 hs.",,http://www.aprofam.org.gt/,,,,,,,,,,,,,,,,,"2473 0731",,"Lunes a Viernes 7.30 a 16 hs.",,http://www.aprofam.org.gt/,,,,,,,,,SI,SI,SI,SI,SI,SI
124,"APROFAM - Clínica Zona 19","Asociación Miembro IPPF/WHR","7a. Avenida",0-11,"Zona 19",,"La Florida","La Florida",Guatemala,Guatemala,Guatemala,1,,,14.6528855,-90.5877973,1,,SI,SI,SI,NO,NO,SI,NO,"2437 8575",,"Lunes a Viernes 7 a 16 hs.",,http://www.aprofam.org.gt/,,,"2437 8575",,"Lunes a Viernes 7 a 16 hs.",,http://www.aprofam.org.gt/,,"Realización de pruebas de ITS","2437 8575",,"Lunes a Viernes 7 a 16 hs.",,http://www.aprofam.org.gt/,,,,,,,,,,,,,,,,,"2437 8575",,"Lunes a Viernes 7 a 16 hs.",,http://www.aprofam.org.gt/,,,,,,,,,SI,SI,SI,SI,SI,SI
125,"APROFAM - Clínica Materno Infantil","Asociación Miembro IPPF/WHR","1a. Avenida",08-50,"Zona 1",,"Zona 1","Zona 1",Guatemala,Guatemala,Guatemala,1,,,14.641284,-90.51295,1,,NO,NO,NO,NO,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2321 5555 Ext. 308",,"Lunes a Viernes 6.15 a 15.30 hs. / Sábados 6.15 a 11 hs.",,http://www.aprofam.org.gt/,,,,,,,,,SI,SI,SI,SI,SI,SI
126,"APROFAM - Clínica y Hospital Central","Asociación Miembro IPPF/WHR","8a. Calle",0-48,"Zona 1",,"Zona 1","Zona 1",Guatemala,Guatemala,Guatemala,1,,,14.6421878,-90.5202539,1,,SI,SI,SI,SI,NO,SI,NO,"2321 5555",,"Lunes a Viernes 6.30 a 16 hs. / Sábados 7 a 12 hs.",,http://www.aprofam.org.gt/,,,"2321 5555",,"Lunes a Viernes 6.30 a 16 hs. / Sábados 7 a 12 hs.",,http://www.aprofam.org.gt/,,"Realización de pruebas de ITS","2321 5555",,"Lunes a Viernes 6.30 a 16 hs. / Sábados 7 a 12 hs.",,http://www.aprofam.org.gt/,,,"2321 5555",,"Lunes a Viernes 6.30 a 16 hs. / Sábados 7 a 12 hs.",,http://www.aprofam.org.gt/,,,,,,,,,,"2321 5555",,"Lunes a Viernes 6.30 a 16 hs. / Sábados 7 a 12 hs.",,http://www.aprofam.org.gt/,,,,,,,,,SI,SI,SI,SI,SI,SI
127,"APROFAM - Clínica de Adolescentes","Asociación Miembro IPPF/WHR","8a. Calle",0-48,"Zona 1",,"Zona 1","Zona 1",Guatemala,Guatemala,Guatemala,1,,,14.6421878,-90.5202539,1,,NO,NO,NO,NO,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.aprofam.org.gt/,,,,,,,,,SI,SI,SI,SI,SI,SI
128,"GRPA Wellness Center","Member Association IPPF/WHR","70 Quamina St.",,,,"South Cummingsburg","South Cummingsburg",Georgetown,Demerara-Mahaica,Guyana,1,,,6.8147284,-58.163765,1,,SI,SI,SI,SI,SI,SI,SI,"225 0739 / Hotline 225 6493",grpa.gy@gmail.com,"Monday-Thursday 8 a.m. - 4.30 p.m. / Friday 8 a.m. - 3.30 p.m.",,http://grpa.org.gy/,,,"225 0739 Hotline: 225 6493",grpa.gy@gmail.com,"Monday-Thursday 8 a.m. - 4.30 p.m. / Friday 8 a.m. - 3.30 p.m.",,http://grpa.org.gy/,,"Testing for HIV and other STI","225 0739 Hotline: 225 6493",grpa.gy@gmail.com,"Monday-Thursday 8 a.m. - 4.30 p.m. / Friday 8 a.m. - 3.30 p.m.",,http://grpa.org.gy/,,,"225 0739 Hotline: 225 6493",grpa.gy@gmail.com,"Monday-Thursday 8 a.m. - 4.30 p.m. / Friday 8 a.m. - 3.30 p.m.",,http://grpa.org.gy/,,,"225 0739 Hotline: 225 6493",grpa.gy@gmail.com,"Monday-Thursday 8 a.m. - 4.30 p.m. / Friday 8 a.m. - 3.30 p.m.",,http://grpa.org.gy/,,"Cervical cancer screening ","225 0739 Hotline: 225 6493",grpa.gy@gmail.com,"Monday-Thursday 8 a.m. - 4.30 p.m. / Friday 8 a.m. - 3.30 p.m.",,http://grpa.org.gy/,,,,,,,,,SI,SI,SI,SI,SI,SI
129,"PROFAMIL - Clinique de Delmas","Member Association IPPF/WHR","8, Rue E Laforet",,"Delmas 31",,Delmas,Delmas,"Puerto Príncipe",Oeste,Haití,1,,,18.5673036,-72.3019519,1,,SI,SI,SI,SI,SI,SI,SI,"509 2811 0411/2",info@profamilhaiti.org,,,https://www.profamilhaiti.org/,,,"509 2811 0411/2",info@profamilhaiti.org,,,https://www.profamilhaiti.org/,,"Testing for HIV and other STI","509 2811 0411/2",info@profamilhaiti.org,,,https://www.profamilhaiti.org/,,,"509 2811 0411/2",info@profamilhaiti.org,,,https://www.profamilhaiti.org/,,,"509 2811 0411/2",info@profamilhaiti.org,,,https://www.profamilhaiti.org/,,"Cervical cancer screening ","509 2811 0411/2",info@profamilhaiti.org,,,https://www.profamilhaiti.org/,,,,,,,,,SI,SI,SI,SI,SI,SI
130,"PROFAMIL - Clinique de Croix des Bouquets","Member Association IPPF/WHR","Rue Grande Plaine.",,"En face du Cimetière",,"Croix-des Bouquets","Croix-des Bouquets","Puerto Príncipe",Oeste,Haití,1,,,18.581514,-72.224968,1,,SI,SI,SI,SI,SI,SI,SI,"
509 2811 0417",info@profamilhaiti.org,,,https://www.profamilhaiti.org/,,,"
509 2811 0417",info@profamilhaiti.org,,,https://www.profamilhaiti.org/,,"Testing for HIV and other STI","
509 2811 0417",info@profamilhaiti.org,,,https://www.profamilhaiti.org/,,,"
509 2811 0417",info@profamilhaiti.org,,,https://www.profamilhaiti.org/,,,"
509 2811 0417",info@profamilhaiti.org,,,https://www.profamilhaiti.org/,,"Cervical cancer screening ","
509 2811 0417",info@profamilhaiti.org,,,https://www.profamilhaiti.org/,,,,,,,,,SI,SI,SI,SI,SI,SI
131,"PROFAMIL - Clinique de Jacmel","Member Association IPPF/WHR","22, Rue Sainte-Anne",,,,Jacmel,Jacmel,Jacmel,Sureste,Haití,1,,,18.233207,-72.539546,1,,SI,SI,SI,SI,SI,SI,SI,"509 2811 0419",info@profamilhaiti.org,,,https://www.profamilhaiti.org/,,,"509 2811 0419",info@profamilhaiti.org,,,https://www.profamilhaiti.org/,,"Testing for HIV and other STI","509 2811 0419",info@profamilhaiti.org,,,https://www.profamilhaiti.org/,,,"509 2811 0419",info@profamilhaiti.org,,,https://www.profamilhaiti.org/,,,"509 2811 0419",info@profamilhaiti.org,,,https://www.profamilhaiti.org/,,"Cervical cancer screening ","509 2811 0419",info@profamilhaiti.org,,,https://www.profamilhaiti.org/,,,,,,,,,SI,SI,SI,SI,SI,SI
132,"PROFAMIL - Clinique de Martin Luther King","Member Association IPPF/WHR","136, Ave Martin Luther King",,,,Port-au-Prince,Port-au-Prince,"Puerto Príncipe",Oeste,Haití,1,,,18.535021,-72.32463,1,,SI,SI,SI,SI,SI,SI,SI,"509 2811 0418",info@profamilhaiti.org,,,https://www.profamilhaiti.org/,,,"509 2811 0418",info@profamilhaiti.org,,,https://www.profamilhaiti.org/,,"Testing for HIV and other STI","509 2811 0418",info@profamilhaiti.org,,,https://www.profamilhaiti.org/,,,"509 2811 0418",info@profamilhaiti.org,,,https://www.profamilhaiti.org/,,,"509 2811 0418",info@profamilhaiti.org,,,https://www.profamilhaiti.org/,,"Cervical cancer screening ","509 2811 0418",info@profamilhaiti.org,,,https://www.profamilhaiti.org/,,,,,,,,,SI,SI,SI,SI,SI,SI
133,"PROFAMIL - Bureau Central","Member Association IPPF/WHR","8, Rue E Laforet",,"Delmas 31",,Delmas,Delmas,"Puerto Príncipe",Oeste,Haití,1,,,18.5673036,-72.3019519,1,,NO,SI,NO,NO,NO,SI,SI,,,,,,,,,,,,,,"Testing for HIV",,,,,,,,,,,,,,,,,,,,,,"509 2811 0411/2",info@profamilhaiti.org,,,https://www.profamilhaiti.org/,,,,,,,,,SI,SI,SI,SI,SI,SI
134,"ASHONPLAFA - Alameda Oficina central","Asociación Miembro IPPF/WHR","Colonia Rubén Darío",,"Avenida Principal",Alameda,"Rubén Darío","Rubén Darío",Tegucigalpa,"Francisco Morazán",Honduras,1,,,14.0954537,-87.195473,1,,SI,SI,SI,NO,SI,SI,SI,"504 2232 3959/6449",Ymatute@ashonplafa.org,"Lun a Sáb 6 a.m. - 6 p.m. / Emergencias - Lun a Dom 7 p.m. - 6 a.m.",,http://www.ashonplafa.org/,,,"504 2232 3959/6449",Ymatute@ashonplafa.org,"Lun a Sáb 6 a.m. - 6 p.m. / Emergencias - Lun a Dom 7 p.m. - 6 a.m.",,http://www.ashonplafa.org/,,"Realización de pruebas de VIH y otras ITS","504 2232 3959/6449",Ymatute@ashonplafa.org,"Lun a Sáb 6 a.m. - 6 p.m. / Emergencias - Lun a Dom 7 p.m. - 6 a.m.",,http://www.ashonplafa.org/,,,,,,,,,,"504 2232 3959/6449",Ymatute@ashonplafa.org,"Lun a Sáb 6 a.m. - 6 p.m. / Emergencias - Lun a Dom 7 p.m. - 6 a.m.",,http://www.ashonplafa.org/,,"Detección de cáncer de cuello uterino y cáncer de mamas","504 2232 3959/6449",Ymatute@ashonplafa.org,"Lun a Sáb 6 a.m. - 6 p.m. / Emergencias - Lun a Dom 7 p.m. - 6 a.m.",,http://www.ashonplafa.org/,,,,,,,,,SI,SI,SI,SI,SI,SI
135,"ASHONPLAFA - Clínica Barrio Barandillas","Asociación Miembro IPPF/WHR","Segunda avenida NE",,,"Séptima calle",Barandillas,Barandillas,"San Pedro Sula",Cortés,Honduras,1,,,15.510314,-88.020601,1,,SI,SI,SI,NO,SI,SI,SI,"504 2557 8005 / 2553 1277",MAntunez@ashonplafa.org,"Lunes a Viernes 7 a.m. - 5 p.m. / Sábados 8 a.m. - 12 p.m.",,http://www.ashonplafa.org/,,,"504 2557 8005 / 2553 1277",MAntunez@ashonplafa.org,"Lunes a Viernes 7 a.m. - 5 p.m. / Sábados 8 a.m. - 12 p.m.",,http://www.ashonplafa.org/,,"Realización de pruebas de VIH y otras ITS","504 2557 8005 / 2553 1277",MAntunez@ashonplafa.org,"Lunes a Viernes 7 a.m. - 5 p.m. / Sábados 8 a.m. - 12 p.m.",,http://www.ashonplafa.org/,,,,,,,,,,"504 2557 8005 / 2553 1277",MAntunez@ashonplafa.org,"Lunes a Viernes 7 a.m. - 5 p.m. / Sábados 8 a.m. - 12 p.m.",,http://www.ashonplafa.org/,,"Detección de cáncer de cuello uterino y cáncer de mamas","504 2557 8005 / 2553 1277",MAntunez@ashonplafa.org,"Lunes a Viernes 7 a.m. - 5 p.m. / Sábados 8 a.m. - 12 p.m.",,http://www.ashonplafa.org/,,,,,,,,,SI,SI,SI,SI,SI,SI
136,"ASHONPLAFA - Juticalpa","Asociación Miembro IPPF/WHR","Barrio Las Flores",,,,"Las Flores","Las Flores",Juticalpa,Olancho,Honduras,1,,,14.672242,-86.220179,1,,SI,SI,SI,NO,SI,SI,NO,"504 2785 2782",HVallecillo@ashonplafa.org,"Lunes a Viernes 7 a.m. - 5 p.m. / Sábados 8 a.m. - 12 p.m.",,http://www.ashonplafa.org/,,,"504 2785 2782",HVallecillo@ashonplafa.org,"Lunes a Viernes 7 a.m. - 5 p.m. / Sábados 8 a.m. - 12 p.m.",,http://www.ashonplafa.org/,,"Realización de pruebas de ITS","504 2785 2782",HVallecillo@ashonplafa.org,"Lunes a Viernes 7 a.m. - 5 p.m. / Sábados 8 a.m. - 12 p.m.",,http://www.ashonplafa.org/,,,,,,,,,,"504 2785 2782",HVallecillo@ashonplafa.org,"Lunes a Viernes 7 a.m. - 5 p.m. / Sábados 8 a.m. - 12 p.m.",,http://www.ashonplafa.org/,,"Detección de cáncer de cuello uterino","504 2785 2782",HVallecillo@ashonplafa.org,"Lunes a Viernes 7 a.m. - 5 p.m. / Sábados 8 a.m. - 12 p.m.",,http://www.ashonplafa.org/,,,,,,,,,SI,SI,SI,SI,SI,SI
